Season,Land Type,Soil Type,Water Source,Land Size,Previous Crop,Suggested Crop
Summer,Plain,Silt,Rainfed,10.3,Corn,Sugarcane
Winter,Hilly,Loam,Groundwater,48.8,Rice,Wheat
Summer,Coastal,Silt,Groundwater,45.1,Wheat,Sugarcane
Winter,Plain,Loam,Irrigated,39.0,Sugarcane,Wheat
Winter,Hilly,Clay,Irrigated,42.2,Cotton,Mustard
Winter,Plain,Loam,Irrigated,32.9,Corn,Wheat
Summer,Coastal,Clay,Rainfed,15.5,Soybean,Rice
Monsoon,Hilly,Sandy,Rainfed,34.9,Soybean,Soybean
Winter,Coastal,Clay,Irrigated,34.5,Wheat,Mustard
Monsoon,Hilly,Silt,Groundwater,22.2,Sugarcane,Groundnut
Summer,Plain,Sandy,Groundwater,37.7,Corn,Cotton
Summer,Hilly,Clay,Rainfed,35.4,Rice,Rice
Monsoon,Plain,Clay,Irrigated,19.4,Wheat,Paddy
Summer,Plain,Sandy,Groundwater,29.0,Cotton,Cotton
Summer,Coastal,Sandy,Rainfed,19.6,Sugarcane,Cotton
Summer,Hilly,Clay,Groundwater,39.5,Sugarcane,Rice
Monsoon,Plain,Sandy,Irrigated,14.6,Corn,Soybean
Winter,Coastal,Loam,Groundwater,5.9,Corn,Wheat
Monsoon,Coastal,Clay,Groundwater,15.7,Rice,Paddy
Monsoon,Hilly,Loam,Irrigated,14.8,Corn,Rice
Winter,Hilly,Loam,Groundwater,7.1,Rice,Wheat
Summer,Hilly,Loam,Rainfed,1.9,Cotton,Maize
Winter,Hilly,Silt,Irrigated,16.9,Corn,Pea
Summer,Coastal,Loam,Irrigated,15.0,Soybean,Maize
Monsoon,Coastal,Sandy,Groundwater,8.7,Sugarcane,Soybean
Winter,Coastal,Silt,Groundwater,11.3,Cotton,Pea
Winter,Coastal,Loam,Groundwater,49.3,Corn,Wheat
Summer,Coastal,Sandy,Rainfed,38.5,Wheat,Cotton
Summer,Plain,Loam,Irrigated,34.7,Sugarcane,Maize
Monsoon,Coastal,Silt,Irrigated,27.4,Soybean,Groundnut
Winter,Coastal,Sandy,Groundwater,21.8,Cotton,Barley
Summer,Coastal,Loam,Irrigated,28.6,Soybean,Maize
Monsoon,Plain,Clay,Rainfed,17.3,Sugarcane,Paddy
Winter,Coastal,Sandy,Rainfed,24.3,Cotton,Barley
Monsoon,Coastal,Clay,Groundwater,45.8,Wheat,Paddy
Summer,Hilly,Silt,Rainfed,10.3,Cotton,Sugarcane
Winter,Hilly,Sandy,Irrigated,12.4,Cotton,Barley
Summer,Coastal,Loam,Irrigated,34.5,Cotton,Maize
Summer,Hilly,Silt,Irrigated,4.5,Soybean,Sugarcane
Summer,Coastal,Sandy,Groundwater,25.9,Rice,Cotton
Winter,Hilly,Clay,Irrigated,22.8,Soybean,Mustard
Summer,Plain,Sandy,Groundwater,3.7,Sugarcane,Cotton
Monsoon,Hilly,Clay,Irrigated,35.0,Wheat,Paddy
Winter,Coastal,Clay,Irrigated,30.8,Rice,Mustard
Summer,Plain,Clay,Rainfed,10.6,Soybean,Rice
Monsoon,Plain,Clay,Irrigated,27.6,Rice,Paddy
Winter,Plain,Sandy,Rainfed,8.4,Sugarcane,Barley
Monsoon,Coastal,Loam,Groundwater,38.8,Wheat,Rice
Monsoon,Hilly,Clay,Rainfed,45.7,Soybean,Paddy
Monsoon,Hilly,Loam,Groundwater,33.9,Rice,Rice
Monsoon,Hilly,Clay,Groundwater,50.0,Soybean,Paddy
Monsoon,Coastal,Silt,Groundwater,36.3,Sugarcane,Groundnut
Winter,Hilly,Clay,Rainfed,6.9,Wheat,Mustard
Winter,Hilly,Silt,Rainfed,9.9,Soybean,Pea
Monsoon,Coastal,Silt,Irrigated,37.9,Rice,Groundnut
Winter,Hilly,Sandy,Groundwater,45.8,Rice,Barley
Monsoon,Coastal,Loam,Groundwater,35.8,Cotton,Rice
Summer,Coastal,Silt,Groundwater,40.5,Soybean,Sugarcane
Summer,Plain,Silt,Irrigated,19.2,Cotton,Sugarcane
Summer,Plain,Clay,Groundwater,48.9,Cotton,Rice
Monsoon,Plain,Clay,Groundwater,19.2,Rice,Paddy
Monsoon,Hilly,Silt,Irrigated,40.3,Rice,Groundnut
Summer,Hilly,Sandy,Rainfed,24.9,Wheat,Cotton
Summer,Plain,Silt,Rainfed,49.1,Rice,Sugarcane
Summer,Hilly,Loam,Groundwater,44.2,Wheat,Maize
Summer,Plain,Sandy,Irrigated,47.5,Sugarcane,Cotton
Monsoon,Plain,Sandy,Rainfed,13.0,Sugarcane,Soybean
Winter,Plain,Clay,Rainfed,23.8,Cotton,Mustard
Summer,Hilly,Sandy,Rainfed,7.1,Sugarcane,Cotton
Summer,Coastal,Loam,Groundwater,33.8,Cotton,Maize
Monsoon,Plain,Clay,Irrigated,38.3,Corn,Paddy
Monsoon,Plain,Clay,Irrigated,13.3,Soybean,Paddy
Winter,Plain,Loam,Groundwater,16.4,Soybean,Wheat
Summer,Coastal,Sandy,Rainfed,9.6,Corn,Cotton
Monsoon,Plain,Sandy,Irrigated,28.8,Sugarcane,Soybean
Monsoon,Plain,Silt,Groundwater,4.9,Corn,Groundnut
Winter,Plain,Clay,Groundwater,47.2,Sugarcane,Mustard
Winter,Hilly,Silt,Rainfed,21.0,Wheat,Pea
Winter,Plain,Sandy,Rainfed,30.6,Rice,Barley
Winter,Plain,Sandy,Irrigated,23.0,Rice,Barley
Winter,Coastal,Silt,Rainfed,23.0,Cotton,Pea
Monsoon,Plain,Silt,Irrigated,19.2,Cotton,Groundnut
Winter,Hilly,Silt,Irrigated,33.2,Soybean,Pea
Monsoon,Coastal,Loam,Rainfed,29.7,Sugarcane,Rice
Winter,Coastal,Silt,Groundwater,18.3,Corn,Pea
Winter,Coastal,Sandy,Irrigated,40.2,Corn,Barley
Winter,Coastal,Clay,Rainfed,28.0,Rice,Mustard
Winter,Plain,Silt,Rainfed,8.9,Corn,Pea
Monsoon,Hilly,Silt,Rainfed,18.9,Wheat,Groundnut
Monsoon,Plain,Clay,Groundwater,18.0,Soybean,Paddy
Winter,Plain,Silt,Rainfed,31.1,Soybean,Pea
Monsoon,Plain,Loam,Rainfed,26.0,Sugarcane,Rice
Monsoon,Plain,Loam,Rainfed,29.5,Sugarcane,Rice
Monsoon,Coastal,Clay,Irrigated,32.5,Rice,Paddy
Summer,Coastal,Loam,Groundwater,29.6,Soybean,Maize
Winter,Hilly,Sandy,Rainfed,26.8,Sugarcane,Barley
Winter,Hilly,Loam,Irrigated,3.4,Wheat,Wheat
Monsoon,Coastal,Loam,Irrigated,18.5,Soybean,Rice
Winter,Hilly,Silt,Groundwater,16.3,Rice,Pea
Winter,Plain,Loam,Groundwater,46.3,Rice,Wheat
Summer,Hilly,Silt,Groundwater,7.3,Cotton,Sugarcane
Monsoon,Hilly,Clay,Groundwater,19.0,Wheat,Paddy
Monsoon,Coastal,Sandy,Rainfed,12.5,Wheat,Soybean
Winter,Hilly,Sandy,Rainfed,13.0,Sugarcane,Barley
Winter,Hilly,Sandy,Irrigated,46.0,Rice,Barley
Winter,Plain,Loam,Rainfed,49.6,Rice,Wheat
Winter,Coastal,Clay,Irrigated,48.9,Cotton,Mustard
Monsoon,Coastal,Silt,Rainfed,27.5,Sugarcane,Groundnut
Winter,Hilly,Clay,Irrigated,20.7,Soybean,Mustard
Winter,Hilly,Clay,Irrigated,26.0,Soybean,Mustard
Monsoon,Plain,Clay,Rainfed,22.9,Sugarcane,Paddy
Monsoon,Coastal,Sandy,Rainfed,10.1,Sugarcane,Soybean
Monsoon,Hilly,Sandy,Irrigated,8.9,Sugarcane,Soybean
Summer,Plain,Silt,Groundwater,26.6,Soybean,Sugarcane
Winter,Plain,Clay,Rainfed,11.0,Rice,Mustard
Summer,Coastal,Clay,Rainfed,9.8,Cotton,Rice
Summer,Hilly,Clay,Irrigated,14.2,Rice,Rice
Summer,Hilly,Loam,Rainfed,9.1,Sugarcane,Maize
Monsoon,Coastal,Silt,Irrigated,21.5,Corn,Groundnut
Winter,Plain,Sandy,Irrigated,28.0,Cotton,Barley
Winter,Hilly,Clay,Rainfed,10.3,Corn,Mustard
Monsoon,Coastal,Sandy,Rainfed,1.5,Corn,Soybean
Summer,Plain,Loam,Irrigated,12.0,Rice,Maize
Monsoon,Coastal,Sandy,Irrigated,10.5,Sugarcane,Soybean
Monsoon,Plain,Silt,Irrigated,8.0,Sugarcane,Groundnut
Summer,Plain,Sandy,Groundwater,29.9,Rice,Cotton
Winter,Plain,Silt,Irrigated,45.7,Cotton,Pea
Winter,Plain,Silt,Irrigated,37.8,Soybean,Pea
Winter,Coastal,Clay,Rainfed,14.9,Corn,Mustard
Monsoon,Coastal,Loam,Groundwater,33.3,Rice,Rice
Winter,Hilly,Loam,Groundwater,14.4,Wheat,Wheat
Winter,Plain,Sandy,Groundwater,29.1,Corn,Barley
Monsoon,Coastal,Clay,Rainfed,49.8,Corn,Paddy
Monsoon,Hilly,Clay,Groundwater,29.4,Cotton,Paddy
Monsoon,Coastal,Sandy,Irrigated,36.5,Soybean,Soybean
Summer,Plain,Loam,Irrigated,44.4,Cotton,Maize
Winter,Coastal,Clay,Irrigated,1.3,Wheat,Mustard
Monsoon,Coastal,Clay,Groundwater,9.4,Corn,Paddy
Winter,Hilly,Sandy,Irrigated,6.5,Cotton,Barley
Monsoon,Plain,Silt,Irrigated,36.5,Wheat,Groundnut
Winter,Coastal,Clay,Rainfed,14.7,Cotton,Mustard
Summer,Coastal,Sandy,Irrigated,4.5,Rice,Cotton
Summer,Plain,Loam,Irrigated,39.1,Rice,Maize
Summer,Plain,Sandy,Irrigated,43.3,Soybean,Cotton
Monsoon,Coastal,Silt,Irrigated,6.8,Wheat,Groundnut
Summer,Coastal,Clay,Rainfed,39.0,Cotton,Rice
Winter,Hilly,Silt,Groundwater,27.0,Rice,Pea
Monsoon,Coastal,Clay,Groundwater,15.1,Cotton,Paddy
Winter,Hilly,Sandy,Groundwater,21.6,Corn,Barley
Summer,Coastal,Silt,Rainfed,37.7,Sugarcane,Sugarcane
Summer,Plain,Loam,Irrigated,9.5,Rice,Maize
Monsoon,Plain,Silt,Rainfed,42.6,Wheat,Groundnut
Winter,Plain,Loam,Irrigated,2.3,Soybean,Wheat
Monsoon,Hilly,Loam,Irrigated,33.3,Soybean,Rice
Summer,Hilly,Sandy,Rainfed,27.7,Wheat,Cotton
Monsoon,Coastal,Silt,Rainfed,47.9,Sugarcane,Groundnut
Monsoon,Coastal,Sandy,Rainfed,23.4,Corn,Soybean
Monsoon,Coastal,Loam,Rainfed,29.3,Wheat,Rice
Monsoon,Coastal,Sandy,Rainfed,39.3,Sugarcane,Soybean
Winter,Coastal,Silt,Irrigated,4.0,Corn,Pea
Summer,Plain,Loam,Groundwater,44.2,Sugarcane,Maize
Monsoon,Hilly,Loam,Rainfed,35.2,Wheat,Rice
Monsoon,Plain,Silt,Rainfed,9.7,Corn,Groundnut
Summer,Plain,Clay,Rainfed,31.4,Corn,Rice
Monsoon,Plain,Clay,Rainfed,34.0,Cotton,Paddy
Winter,Coastal,Sandy,Groundwater,14.6,Cotton,Barley
Summer,Coastal,Silt,Rainfed,38.6,Wheat,Sugarcane
Winter,Coastal,Clay,Rainfed,47.2,Soybean,Mustard
Summer,Hilly,Silt,Rainfed,46.6,Cotton,Sugarcane
Summer,Coastal,Loam,Groundwater,42.5,Corn,Maize
Winter,Hilly,Silt,Rainfed,47.1,Soybean,Pea
Summer,Coastal,Loam,Groundwater,49.8,Soybean,Maize
Winter,Hilly,Silt,Irrigated,43.4,Corn,Pea
Winter,Plain,Loam,Groundwater,48.3,Sugarcane,Wheat
Monsoon,Hilly,Loam,Rainfed,2.4,Cotton,Rice
Summer,Coastal,Sandy,Groundwater,46.6,Wheat,Cotton
Summer,Plain,Sandy,Groundwater,46.2,Wheat,Cotton
Winter,Hilly,Loam,Groundwater,23.0,Rice,Wheat
Monsoon,Plain,Sandy,Rainfed,30.0,Cotton,Soybean
Winter,Coastal,Sandy,Rainfed,2.5,Rice,Barley
Monsoon,Hilly,Loam,Rainfed,17.2,Corn,Rice
Monsoon,Hilly,Clay,Groundwater,22.3,Rice,Paddy
Monsoon,Hilly,Clay,Rainfed,17.7,Soybean,Paddy
Summer,Hilly,Silt,Irrigated,48.6,Soybean,Sugarcane
Winter,Hilly,Sandy,Rainfed,43.3,Rice,Barley
Summer,Coastal,Sandy,Groundwater,24.0,Sugarcane,Cotton
Summer,Hilly,Clay,Rainfed,39.6,Soybean,Rice
Winter,Hilly,Loam,Rainfed,4.1,Wheat,Wheat
Winter,Coastal,Loam,Irrigated,16.3,Sugarcane,Wheat
Summer,Plain,Sandy,Rainfed,47.3,Rice,Cotton
Monsoon,Hilly,Sandy,Groundwater,1.1,Cotton,Soybean
Summer,Plain,Loam,Groundwater,15.9,Wheat,Maize
Monsoon,Hilly,Clay,Rainfed,28.5,Wheat,Paddy
Summer,Hilly,Clay,Irrigated,24.9,Wheat,Rice
Summer,Plain,Loam,Irrigated,13.7,Cotton,Maize
Summer,Hilly,Loam,Irrigated,17.8,Wheat,Maize
Winter,Coastal,Silt,Irrigated,7.9,Corn,Pea
Monsoon,Plain,Loam,Irrigated,1.1,Soybean,Rice
Summer,Hilly,Sandy,Rainfed,48.0,Cotton,Cotton
Winter,Coastal,Sandy,Groundwater,23.3,Corn,Barley
Winter,Plain,Clay,Rainfed,9.8,Cotton,Mustard
Summer,Hilly,Loam,Irrigated,32.1,Corn,Maize
Winter,Coastal,Silt,Groundwater,38.5,Corn,Pea
Summer,Plain,Sandy,Rainfed,22.9,Corn,Cotton
Winter,Coastal,Silt,Irrigated,8.4,Corn,Pea
Winter,Hilly,Loam,Irrigated,16.9,Sugarcane,Wheat
Winter,Plain,Loam,Groundwater,23.9,Wheat,Wheat
Monsoon,Coastal,Sandy,Rainfed,39.9,Soybean,Soybean
Winter,Plain,Silt,Groundwater,10.3,Wheat,Pea
Winter,Hilly,Clay,Irrigated,16.7,Sugarcane,Mustard
Summer,Hilly,Sandy,Rainfed,10.6,Wheat,Cotton
Winter,Hilly,Sandy,Irrigated,37.1,Corn,Barley
Winter,Coastal,Clay,Irrigated,33.0,Soybean,Mustard
Winter,Coastal,Silt,Groundwater,41.0,Soybean,Pea
Monsoon,Hilly,Clay,Groundwater,39.8,Soybean,Paddy
Monsoon,Coastal,Clay,Irrigated,10.4,Sugarcane,Paddy
Summer,Plain,Sandy,Rainfed,46.3,Wheat,Cotton
Summer,Coastal,Silt,Groundwater,36.4,Corn,Sugarcane
Monsoon,Coastal,Clay,Irrigated,5.0,Corn,Paddy
Winter,Hilly,Silt,Irrigated,26.7,Soybean,Pea
Summer,Plain,Clay,Groundwater,7.2,Rice,Rice
Monsoon,Hilly,Clay,Rainfed,2.8,Cotton,Paddy
Monsoon,Plain,Clay,Groundwater,37.0,Wheat,Paddy
Winter,Plain,Silt,Rainfed,21.9,Cotton,Pea
Winter,Coastal,Clay,Rainfed,9.3,Corn,Mustard
Winter,Coastal,Silt,Groundwater,24.1,Cotton,Pea
Monsoon,Hilly,Clay,Rainfed,48.8,Soybean,Paddy
Winter,Coastal,Silt,Groundwater,40.6,Sugarcane,Pea
Monsoon,Coastal,Sandy,Groundwater,19.3,Wheat,Soybean
Winter,Coastal,Clay,Groundwater,11.9,Wheat,Mustard
Winter,Hilly,Clay,Groundwater,9.1,Soybean,Mustard
Monsoon,Hilly,Clay,Irrigated,47.0,Cotton,Paddy
Monsoon,Plain,Silt,Rainfed,49.5,Sugarcane,Groundnut
Monsoon,Coastal,Silt,Irrigated,9.1,Soybean,Groundnut
Monsoon,Plain,Silt,Irrigated,17.8,Wheat,Groundnut
Monsoon,Coastal,Silt,Irrigated,16.5,Rice,Groundnut
Monsoon,Plain,Sandy,Irrigated,42.4,Cotton,Soybean
Winter,Hilly,Sandy,Irrigated,7.8,Soybean,Barley
Monsoon,Hilly,Clay,Rainfed,33.9,Rice,Paddy
Monsoon,Plain,Loam,Rainfed,19.8,Cotton,Rice
Monsoon,Hilly,Loam,Groundwater,36.7,Rice,Rice
Summer,Coastal,Silt,Irrigated,6.5,Soybean,Sugarcane
Monsoon,Hilly,Sandy,Groundwater,26.4,Rice,Soybean
Monsoon,Plain,Loam,Groundwater,46.0,Rice,Rice
Monsoon,Coastal,Loam,Irrigated,8.8,Sugarcane,Rice
Monsoon,Hilly,Sandy,Rainfed,48.8,Wheat,Soybean
Monsoon,Hilly,Sandy,Groundwater,3.5,Corn,Soybean
Summer,Coastal,Loam,Rainfed,8.3,Sugarcane,Maize
Monsoon,Hilly,Loam,Groundwater,6.4,Soybean,Rice
Winter,Plain,Clay,Rainfed,35.2,Soybean,Mustard
Summer,Coastal,Sandy,Groundwater,1.4,Rice,Cotton
Monsoon,Plain,Loam,Groundwater,17.9,Soybean,Rice
Winter,Coastal,Silt,Groundwater,7.5,Soybean,Pea
Monsoon,Plain,Sandy,Groundwater,26.3,Corn,Soybean
Monsoon,Coastal,Clay,Rainfed,9.4,Cotton,Paddy
Monsoon,Coastal,Loam,Groundwater,4.5,Rice,Rice
Winter,Hilly,Sandy,Groundwater,48.2,Cotton,Barley
Monsoon,Hilly,Silt,Irrigated,3.5,Sugarcane,Groundnut
Monsoon,Plain,Clay,Irrigated,22.9,Sugarcane,Paddy
Summer,Plain,Silt,Groundwater,1.7,Rice,Sugarcane
Monsoon,Coastal,Sandy,Groundwater,30.4,Sugarcane,Soybean
Monsoon,Coastal,Clay,Rainfed,45.1,Rice,Paddy
Monsoon,Coastal,Sandy,Irrigated,17.8,Cotton,Soybean
Monsoon,Coastal,Clay,Rainfed,27.1,Soybean,Paddy
Monsoon,Hilly,Silt,Rainfed,43.9,Cotton,Groundnut
Summer,Hilly,Silt,Rainfed,30.5,Corn,Sugarcane
Monsoon,Plain,Clay,Rainfed,8.4,Rice,Paddy
Summer,Plain,Clay,Rainfed,12.5,Wheat,Rice
Monsoon,Coastal,Silt,Irrigated,44.5,Corn,Groundnut
Winter,Coastal,Sandy,Rainfed,16.0,Corn,Barley
Winter,Plain,Loam,Groundwater,49.2,Corn,Wheat
Winter,Plain,Sandy,Irrigated,10.5,Corn,Barley
Monsoon,Coastal,Silt,Groundwater,6.8,Rice,Groundnut
Summer,Plain,Clay,Rainfed,41.3,Corn,Rice
Monsoon,Hilly,Loam,Groundwater,9.3,Cotton,Rice
Summer,Coastal,Clay,Rainfed,17.0,Sugarcane,Rice
Monsoon,Plain,Loam,Groundwater,8.8,Corn,Rice
Winter,Coastal,Silt,Groundwater,30.4,Sugarcane,Pea
Monsoon,Coastal,Loam,Rainfed,8.6,Cotton,Rice
Summer,Plain,Loam,Irrigated,8.0,Sugarcane,Maize
Summer,Coastal,Silt,Rainfed,39.4,Cotton,Sugarcane
Monsoon,Coastal,Silt,Irrigated,17.7,Cotton,Groundnut
Winter,Coastal,Loam,Irrigated,33.7,Wheat,Wheat
Monsoon,Hilly,Silt,Irrigated,47.5,Corn,Groundnut
Monsoon,Coastal,Loam,Groundwater,3.1,Rice,Rice
Monsoon,Coastal,Sandy,Irrigated,35.0,Sugarcane,Soybean
Monsoon,Coastal,Sandy,Groundwater,47.0,Corn,Soybean
Monsoon,Plain,Silt,Irrigated,2.5,Soybean,Groundnut
Monsoon,Hilly,Sandy,Rainfed,27.7,Corn,Soybean
Monsoon,Hilly,Silt,Irrigated,4.5,Soybean,Groundnut
Monsoon,Coastal,Loam,Irrigated,4.3,Soybean,Rice
Summer,Hilly,Loam,Irrigated,41.1,Corn,Maize
Summer,Coastal,Loam,Groundwater,5.9,Sugarcane,Maize
Summer,Coastal,Silt,Irrigated,21.8,Corn,Sugarcane
Winter,Hilly,Clay,Rainfed,46.5,Corn,Mustard
Summer,Hilly,Loam,Groundwater,23.5,Corn,Maize
Summer,Hilly,Sandy,Groundwater,27.7,Corn,Cotton
Winter,Plain,Loam,Groundwater,4.8,Rice,Wheat
Monsoon,Plain,Silt,Irrigated,10.5,Sugarcane,Groundnut
Summer,Coastal,Silt,Irrigated,15.5,Cotton,Sugarcane
Monsoon,Plain,Sandy,Irrigated,16.4,Corn,Soybean
Monsoon,Plain,Loam,Groundwater,11.3,Soybean,Rice
Monsoon,Hilly,Sandy,Rainfed,7.8,Wheat,Soybean
Winter,Coastal,Loam,Irrigated,27.5,Rice,Wheat
Summer,Coastal,Loam,Groundwater,16.9,Corn,Maize
Summer,Plain,Clay,Rainfed,14.4,Sugarcane,Rice
Summer,Plain,Silt,Rainfed,30.2,Rice,Sugarcane
Monsoon,Plain,Loam,Groundwater,14.4,Wheat,Rice
Winter,Hilly,Silt,Groundwater,13.6,Wheat,Pea
Summer,Coastal,Loam,Irrigated,19.5,Soybean,Maize
Winter,Coastal,Sandy,Rainfed,28.7,Soybean,Barley
Winter,Plain,Silt,Irrigated,38.8,Corn,Pea
Summer,Plain,Clay,Rainfed,48.4,Sugarcane,Rice
Winter,Coastal,Loam,Groundwater,11.3,Sugarcane,Wheat
Monsoon,Coastal,Sandy,Irrigated,45.7,Soybean,Soybean
Winter,Coastal,Loam,Groundwater,41.3,Cotton,Wheat
Winter,Hilly,Silt,Groundwater,43.7,Corn,Pea
Summer,Coastal,Clay,Rainfed,49.5,Corn,Rice
Monsoon,Plain,Loam,Irrigated,49.6,Corn,Rice
Summer,Plain,Sandy,Rainfed,31.2,Rice,Cotton
Winter,Coastal,Clay,Irrigated,34.2,Wheat,Mustard
Winter,Hilly,Sandy,Rainfed,32.2,Cotton,Barley
Summer,Hilly,Silt,Irrigated,26.9,Rice,Sugarcane
Winter,Coastal,Loam,Irrigated,12.0,Rice,Wheat
Winter,Coastal,Clay,Groundwater,44.4,Sugarcane,Mustard
Monsoon,Coastal,Loam,Rainfed,12.0,Corn,Rice
Monsoon,Hilly,Loam,Rainfed,37.7,Rice,Rice
Summer,Plain,Silt,Groundwater,40.3,Sugarcane,Sugarcane
Summer,Plain,Sandy,Rainfed,7.7,Rice,Cotton
Summer,Plain,Sandy,Groundwater,35.2,Rice,Cotton
Summer,Coastal,Loam,Rainfed,18.2,Corn,Maize
Winter,Plain,Loam,Rainfed,24.1,Corn,Wheat
Winter,Hilly,Sandy,Irrigated,35.6,Cotton,Barley
Summer,Hilly,Clay,Irrigated,2.0,Wheat,Rice
Summer,Hilly,Silt,Rainfed,27.1,Soybean,Sugarcane
Monsoon,Coastal,Sandy,Rainfed,46.4,Rice,Soybean
Monsoon,Hilly,Loam,Rainfed,42.0,Sugarcane,Rice
Winter,Coastal,Sandy,Irrigated,8.9,Corn,Barley
Winter,Hilly,Loam,Irrigated,3.1,Rice,Wheat
Winter,Coastal,Loam,Rainfed,22.8,Soybean,Wheat
Summer,Coastal,Clay,Groundwater,26.8,Soybean,Rice
Monsoon,Hilly,Sandy,Rainfed,43.1,Cotton,Soybean
Summer,Hilly,Clay,Rainfed,21.7,Rice,Rice
Summer,Coastal,Clay,Groundwater,27.3,Wheat,Rice
Monsoon,Coastal,Clay,Groundwater,25.6,Soybean,Paddy
Winter,Hilly,Silt,Rainfed,15.2,Sugarcane,Pea
Winter,Hilly,Sandy,Irrigated,45.6,Sugarcane,Barley
Summer,Plain,Loam,Irrigated,31.1,Wheat,Maize
Winter,Hilly,Clay,Rainfed,15.9,Soybean,Mustard
Summer,Plain,Sandy,Groundwater,3.4,Sugarcane,Cotton
Summer,Plain,Silt,Groundwater,7.5,Cotton,Sugarcane
Winter,Hilly,Loam,Rainfed,27.0,Rice,Wheat
Monsoon,Hilly,Sandy,Rainfed,15.2,Soybean,Soybean
Winter,Coastal,Sandy,Rainfed,43.3,Soybean,Barley
Monsoon,Coastal,Clay,Irrigated,26.9,Wheat,Paddy
Summer,Hilly,Loam,Irrigated,30.6,Rice,Maize
Winter,Hilly,Sandy,Groundwater,32.8,Sugarcane,Barley
Winter,Plain,Sandy,Rainfed,6.8,Corn,Barley
Winter,Coastal,Loam,Groundwater,23.4,Rice,Wheat
Monsoon,Coastal,Loam,Irrigated,32.6,Rice,Rice
Summer,Coastal,Sandy,Rainfed,49.1,Soybean,Cotton
Winter,Coastal,Sandy,Irrigated,31.5,Sugarcane,Barley
Winter,Hilly,Silt,Rainfed,36.6,Soybean,Pea
Summer,Plain,Loam,Irrigated,20.0,Wheat,Maize
Monsoon,Coastal,Clay,Irrigated,4.8,Sugarcane,Paddy
Monsoon,Coastal,Loam,Rainfed,37.8,Rice,Rice
Monsoon,Plain,Clay,Rainfed,44.9,Sugarcane,Paddy
Monsoon,Coastal,Clay,Irrigated,20.6,Wheat,Paddy
Monsoon,Plain,Silt,Rainfed,15.2,Rice,Groundnut
Winter,Coastal,Loam,Irrigated,24.7,Corn,Wheat
Monsoon,Coastal,Loam,Rainfed,39.6,Sugarcane,Rice
Monsoon,Plain,Silt,Irrigated,47.4,Cotton,Groundnut
Monsoon,Coastal,Clay,Irrigated,5.9,Soybean,Paddy
Monsoon,Coastal,Sandy,Irrigated,5.1,Cotton,Soybean
Summer,Hilly,Loam,Groundwater,3.9,Wheat,Maize
Winter,Hilly,Silt,Groundwater,17.4,Sugarcane,Pea
Summer,Plain,Silt,Groundwater,43.0,Corn,Sugarcane
Monsoon,Hilly,Clay,Rainfed,47.7,Cotton,Paddy
Winter,Coastal,Loam,Groundwater,31.6,Cotton,Wheat
Winter,Plain,Clay,Irrigated,27.8,Cotton,Mustard
Winter,Coastal,Sandy,Groundwater,17.7,Soybean,Barley
Monsoon,Plain,Silt,Groundwater,13.5,Rice,Groundnut
Summer,Plain,Silt,Groundwater,2.8,Soybean,Sugarcane
Monsoon,Plain,Loam,Groundwater,34.9,Rice,Rice
Monsoon,Hilly,Sandy,Irrigated,1.9,Wheat,Soybean
Winter,Coastal,Silt,Irrigated,40.7,Wheat,Pea
Summer,Coastal,Loam,Rainfed,7.6,Rice,Maize
Summer,Hilly,Sandy,Groundwater,38.3,Rice,Cotton
Summer,Plain,Sandy,Groundwater,47.6,Wheat,Cotton
Summer,Coastal,Silt,Rainfed,8.5,Soybean,Sugarcane
Monsoon,Plain,Sandy,Irrigated,8.9,Sugarcane,Soybean
Summer,Coastal,Clay,Irrigated,46.3,Corn,Rice
Summer,Plain,Silt,Rainfed,23.2,Corn,Sugarcane
Summer,Hilly,Loam,Rainfed,48.6,Corn,Maize
Winter,Coastal,Clay,Rainfed,16.4,Wheat,Mustard
Winter,Hilly,Clay,Rainfed,23.9,Soybean,Mustard
Monsoon,Plain,Loam,Groundwater,7.2,Cotton,Rice
Winter,Plain,Silt,Irrigated,11.6,Cotton,Pea
Winter,Plain,Sandy,Groundwater,15.8,Cotton,Barley
Winter,Plain,Sandy,Rainfed,40.6,Soybean,Barley
Winter,Coastal,Loam,Irrigated,6.5,Corn,Wheat
Summer,Hilly,Loam,Groundwater,15.0,Soybean,Maize
Monsoon,Hilly,Loam,Groundwater,16.2,Cotton,Rice
Monsoon,Coastal,Sandy,Irrigated,4.0,Wheat,Soybean
Monsoon,Coastal,Clay,Irrigated,15.7,Soybean,Paddy
Winter,Coastal,Silt,Groundwater,22.6,Rice,Pea
Monsoon,Plain,Sandy,Irrigated,16.7,Wheat,Soybean
Summer,Hilly,Silt,Irrigated,9.5,Sugarcane,Sugarcane
Winter,Coastal,Loam,Groundwater,10.3,Wheat,Wheat
Monsoon,Hilly,Silt,Groundwater,14.0,Corn,Groundnut
Summer,Hilly,Clay,Rainfed,34.6,Rice,Rice
Monsoon,Hilly,Sandy,Irrigated,6.0,Corn,Soybean
Monsoon,Hilly,Clay,Irrigated,13.1,Wheat,Paddy
Summer,Coastal,Silt,Groundwater,35.1,Wheat,Sugarcane
Summer,Plain,Sandy,Irrigated,29.6,Wheat,Cotton
Summer,Plain,Silt,Groundwater,42.2,Cotton,Sugarcane
